VideoID,StartTime,EndTime,Label,MisalignmentType,Category,FilePath
HE6-xn3yROY,4.12,9.89,Positive,None,Church bell,../data_samples/generated_samples2/HE6-xn3yROY_4.12_9.89_good.mp4
9U3n8WVLTKQ,0.0,4.73,Negative,mute,Church bell,../data_samples/generated_samples2/9U3n8WVLTKQ_0.00_4.73_bad_mute.mp4
9U3n8WVLTKQ,4.73,8.49,Negative,noise,Church bell,../data_samples/generated_samples2/9U3n8WVLTKQ_4.73_8.49_bad_noise.mp4
V8jbmbQk0yI,0.0,3.81,Negative,noise,Church bell,../data_samples/generated_samples2/V8jbmbQk0yI_0.00_3.81_bad_noise.mp4
V8jbmbQk0yI,3.81,9.63,Positive,None,Church bell,../data_samples/generated_samples2/V8jbmbQk0yI_3.81_9.63_good.mp4
Tc1822d78oA,0.0,5.48,Positive,None,Church bell,../data_samples/generated_samples2/Tc1822d78oA_0.00_5.48_good.mp4
Tc1822d78oA,5.48,8.23,Positive,None,Church bell,../data_samples/generated_samples2/Tc1822d78oA_5.48_8.23_good.mp4
QPXMFPTuxJM,0.0,3.5,Positive,None,Church bell,../data_samples/generated_samples2/QPXMFPTuxJM_0.00_3.50_good.mp4
QPXMFPTuxJM,3.5,6.15,Negative,distort,Church bell,../data_samples/generated_samples2/QPXMFPTuxJM_3.50_6.15_bad_distort.mp4
QPXMFPTuxJM,6.15,9.91,Positive,None,Church bell,../data_samples/generated_samples2/QPXMFPTuxJM_6.15_9.91_good.mp4
hdstykfxcbw,0.0,2.45,Negative,noise,Church bell,../data_samples/generated_samples2/hdstykfxcbw_0.00_2.45_bad_noise.mp4
hdstykfxcbw,2.45,5.9,Positive,None,Church bell,../data_samples/generated_samples2/hdstykfxcbw_2.45_5.90_good.mp4
hdstykfxcbw,5.9,9.97,Positive,None,Church bell,../data_samples/generated_samples2/hdstykfxcbw_5.90_9.97_good.mp4
qMZ1nj4fDas,0.0,5.51,Positive,None,Church bell,../data_samples/generated_samples2/qMZ1nj4fDas_0.00_5.51_good.mp4
qMZ1nj4fDas,5.51,9.87,Negative,time_shift,Church bell,../data_samples/generated_samples2/qMZ1nj4fDas_5.51_9.87_bad_time_shift.mp4
e_5ngCwYckE,0.0,4.13,Positive,None,Church bell,../data_samples/generated_samples2/e_5ngCwYckE_0.00_4.13_good.mp4
e_5ngCwYckE,4.13,6.62,Negative,distort,Church bell,../data_samples/generated_samples2/e_5ngCwYckE_4.13_6.62_bad_distort.mp4
e_5ngCwYckE,6.62,9.53,Positive,None,Church bell,../data_samples/generated_samples2/e_5ngCwYckE_6.62_9.53_good.mp4
Xq5oTX4-Hnc,0.0,5.72,Positive,None,Church bell,../data_samples/generated_samples2/Xq5oTX4-Hnc_0.00_5.72_good.mp4
Xq5oTX4-Hnc,5.72,9.44,Negative,distort,Church bell,../data_samples/generated_samples2/Xq5oTX4-Hnc_5.72_9.44_bad_distort.mp4
b63av9FMnMA,0.0,5.98,Negative,distort,Church bell,../data_samples/generated_samples2/b63av9FMnMA_0.00_5.98_bad_distort.mp4
b63av9FMnMA,5.98,9.29,Positive,None,Church bell,../data_samples/generated_samples2/b63av9FMnMA_5.98_9.29_good.mp4
K5AE5C5FUQk,5.0,7.74,Positive,None,Church bell,../data_samples/generated_samples2/K5AE5C5FUQk_5.00_7.74_good.mp4
K5AE5C5FUQk,7.74,9.76,Positive,None,Church bell,../data_samples/generated_samples2/K5AE5C5FUQk_7.74_9.76_good.mp4
1_4j6VRHZAw,0.0,3.77,Positive,None,Church bell,../data_samples/generated_samples2/1_4j6VRHZAw_0.00_3.77_good.mp4
mgsi5Glqi7g,0.0,2.92,Positive,None,Church bell,../data_samples/generated_samples2/mgsi5Glqi7g_0.00_2.92_good.mp4
mgsi5Glqi7g,2.92,8.54,Positive,None,Church bell,../data_samples/generated_samples2/mgsi5Glqi7g_2.92_8.54_good.mp4
fCZi6I6kPpU,6.0,8.56,Positive,None,Church bell,../data_samples/generated_samples2/fCZi6I6kPpU_6.00_8.56_good.mp4
TKd9459xiBk,0.0,4.89,Negative,noise,Church bell,../data_samples/generated_samples2/TKd9459xiBk_0.00_4.89_bad_noise.mp4
TKd9459xiBk,4.89,9.63,Negative,distort,Church bell,../data_samples/generated_samples2/TKd9459xiBk_4.89_9.63_bad_distort.mp4
Qocj8lVXvWA,0.0,2.76,Negative,distort,Church bell,../data_samples/generated_samples2/Qocj8lVXvWA_0.00_2.76_bad_distort.mp4
Qocj8lVXvWA,2.76,5.15,Positive,None,Church bell,../data_samples/generated_samples2/Qocj8lVXvWA_2.76_5.15_good.mp4
Qocj8lVXvWA,5.15,8.38,Positive,None,Church bell,../data_samples/generated_samples2/Qocj8lVXvWA_5.15_8.38_good.mp4
oCYJZmi--QQ,0.0,3.61,Positive,None,Church bell,../data_samples/generated_samples2/oCYJZmi--QQ_0.00_3.61_good.mp4
oCYJZmi--QQ,3.61,6.97,Positive,None,Church bell,../data_samples/generated_samples2/oCYJZmi--QQ_3.61_6.97_good.mp4
oCYJZmi--QQ,6.97,9.86,Positive,None,Church bell,../data_samples/generated_samples2/oCYJZmi--QQ_6.97_9.86_good.mp4
ChHA4I5DWVo,0.0,4.15,Positive,None,Church bell,../data_samples/generated_samples2/ChHA4I5DWVo_0.00_4.15_good.mp4
ChHA4I5DWVo,4.15,6.69,Negative,time_shift,Church bell,../data_samples/generated_samples2/ChHA4I5DWVo_4.15_6.69_bad_time_shift.mp4
ChHA4I5DWVo,6.69,8.93,Positive,None,Church bell,../data_samples/generated_samples2/ChHA4I5DWVo_6.69_8.93_good.mp4
Sqgc73hM6kA,0.0,5.88,Positive,None,Church bell,../data_samples/generated_samples2/Sqgc73hM6kA_0.00_5.88_good.mp4
Sqgc73hM6kA,5.88,7.99,Positive,None,Church bell,../data_samples/generated_samples2/Sqgc73hM6kA_5.88_7.99_good.mp4
aITbvftspRA,0.0,3.63,Positive,None,Church bell,../data_samples/generated_samples2/aITbvftspRA_0.00_3.63_good.mp4
aITbvftspRA,3.63,7.56,Positive,None,Church bell,../data_samples/generated_samples2/aITbvftspRA_3.63_7.56_good.mp4
aITbvftspRA,7.56,9.94,Negative,time_shift,Church bell,../data_samples/generated_samples2/aITbvftspRA_7.56_9.94_bad_time_shift.mp4
NwfdXxNB6zs,0.0,3.06,Negative,distort,Church bell,../data_samples/generated_samples2/NwfdXxNB6zs_0.00_3.06_bad_distort.mp4
NwfdXxNB6zs,3.06,8.2,Positive,None,Church bell,../data_samples/generated_samples2/NwfdXxNB6zs_3.06_8.20_good.mp4
Dzb1TlmWmYM,3.0,5.76,Positive,None,Church bell,../data_samples/generated_samples2/Dzb1TlmWmYM_3.00_5.76_good.mp4
Dzb1TlmWmYM,5.76,8.25,Negative,time_shift,Church bell,../data_samples/generated_samples2/Dzb1TlmWmYM_5.76_8.25_bad_time_shift.mp4
iHCnXCi1-Xg,0.0,4.34,Positive,None,Church bell,../data_samples/generated_samples2/iHCnXCi1-Xg_0.00_4.34_good.mp4
iHCnXCi1-Xg,4.34,8.18,Positive,None,Church bell,../data_samples/generated_samples2/iHCnXCi1-Xg_4.34_8.18_good.mp4
c---zaDCTaE,0.0,5.84,Positive,None,Church bell,../data_samples/generated_samples2/c---zaDCTaE_0.00_5.84_good.mp4
c---zaDCTaE,5.84,8.01,Positive,None,Church bell,../data_samples/generated_samples2/c---zaDCTaE_5.84_8.01_good.mp4
MQLRFWXq8MY,0.0,3.62,Positive,None,Church bell,../data_samples/generated_samples2/MQLRFWXq8MY_0.00_3.62_good.mp4
MQLRFWXq8MY,3.62,9.39,Positive,None,Church bell,../data_samples/generated_samples2/MQLRFWXq8MY_3.62_9.39_good.mp4
b_CLr2QHAVA,0.0,4.48,Negative,mute,Church bell,../data_samples/generated_samples2/b_CLr2QHAVA_0.00_4.48_bad_mute.mp4
b_CLr2QHAVA,4.48,7.96,Positive,None,Church bell,../data_samples/generated_samples2/b_CLr2QHAVA_4.48_7.96_good.mp4
b_CLr2QHAVA,7.96,9.98,Negative,noise,Church bell,../data_samples/generated_samples2/b_CLr2QHAVA_7.96_9.98_bad_noise.mp4
nmhuK4ltJHs,0.0,3.06,Negative,mute,Church bell,../data_samples/generated_samples2/nmhuK4ltJHs_0.00_3.06_bad_mute.mp4
nmhuK4ltJHs,3.06,5.58,Positive,None,Church bell,../data_samples/generated_samples2/nmhuK4ltJHs_3.06_5.58_good.mp4
nmhuK4ltJHs,5.58,9.14,Positive,None,Church bell,../data_samples/generated_samples2/nmhuK4ltJHs_5.58_9.14_good.mp4
k9QU0rLvu70,0.0,3.83,Positive,None,Church bell,../data_samples/generated_samples2/k9QU0rLvu70_0.00_3.83_good.mp4
k9QU0rLvu70,3.83,9.82,Positive,None,Church bell,../data_samples/generated_samples2/k9QU0rLvu70_3.83_9.82_good.mp4
5UAwQRotU9Q,0.0,4.15,Negative,noise,Church bell,../data_samples/generated_samples2/5UAwQRotU9Q_0.00_4.15_bad_noise.mp4
5UAwQRotU9Q,4.15,8.1,Negative,mute,Church bell,../data_samples/generated_samples2/5UAwQRotU9Q_4.15_8.10_bad_mute.mp4
F70PNukSzMw,0.0,2.63,Positive,None,Church bell,../data_samples/generated_samples2/F70PNukSzMw_0.00_2.63_good.mp4
F70PNukSzMw,2.63,7.96,Negative,time_shift,Church bell,../data_samples/generated_samples2/F70PNukSzMw_2.63_7.96_bad_time_shift.mp4
F70PNukSzMw,7.96,9.99,Negative,time_shift,Church bell,../data_samples/generated_samples2/F70PNukSzMw_7.96_9.99_bad_time_shift.mp4
vX8BvVKMfqc,0.0,4.97,Positive,None,Church bell,../data_samples/generated_samples2/vX8BvVKMfqc_0.00_4.97_good.mp4
vX8BvVKMfqc,4.97,7.44,Negative,noise,Church bell,../data_samples/generated_samples2/vX8BvVKMfqc_4.97_7.44_bad_noise.mp4
vX8BvVKMfqc,7.44,9.6,Negative,distort,Church bell,../data_samples/generated_samples2/vX8BvVKMfqc_7.44_9.60_bad_distort.mp4
WRLHOSi9uwU,0.0,3.0,Negative,mute,Church bell,../data_samples/generated_samples2/WRLHOSi9uwU_0.00_3.00_bad_mute.mp4
WRLHOSi9uwU,3.0,8.63,Positive,None,Church bell,../data_samples/generated_samples2/WRLHOSi9uwU_3.00_8.63_good.mp4
N_bL5F7K9IA,0.0,2.01,Negative,noise,Church bell,../data_samples/generated_samples2/N_bL5F7K9IA_0.00_2.01_bad_noise.mp4
N_bL5F7K9IA,2.01,4.77,Negative,distort,Church bell,../data_samples/generated_samples2/N_bL5F7K9IA_2.01_4.77_bad_distort.mp4
80TUHi-3QuI,0.0,4.24,Positive,None,Church bell,../data_samples/generated_samples2/80TUHi-3QuI_0.00_4.24_good.mp4
80TUHi-3QuI,4.24,6.66,Positive,None,Church bell,../data_samples/generated_samples2/80TUHi-3QuI_4.24_6.66_good.mp4
80TUHi-3QuI,6.66,9.93,Negative,noise,Church bell,../data_samples/generated_samples2/80TUHi-3QuI_6.66_9.93_bad_noise.mp4
B1tbHqjK434,6.0,8.86,Negative,time_shift,Church bell,../data_samples/generated_samples2/B1tbHqjK434_6.00_8.86_bad_time_shift.mp4
5mBCF05DV5s,7.0,9.21,Positive,None,Church bell,../data_samples/generated_samples2/5mBCF05DV5s_7.00_9.21_good.mp4
Ttqaq9OhRZ4,0.0,4.67,Negative,noise,Church bell,../data_samples/generated_samples2/Ttqaq9OhRZ4_0.00_4.67_bad_noise.mp4
Ttqaq9OhRZ4,4.67,7.14,Positive,None,Church bell,../data_samples/generated_samples2/Ttqaq9OhRZ4_4.67_7.14_good.mp4
D-1zfO68xNg,4.0,6.86,Positive,None,Church bell,../data_samples/generated_samples2/D-1zfO68xNg_4.00_6.86_good.mp4
Rnc4N2vVoV8,0.0,5.53,Negative,distort,Church bell,../data_samples/generated_samples2/Rnc4N2vVoV8_0.00_5.53_bad_distort.mp4
Rnc4N2vVoV8,5.53,7.59,Positive,None,Church bell,../data_samples/generated_samples2/Rnc4N2vVoV8_5.53_7.59_good.mp4
Rnc4N2vVoV8,7.59,9.89,Negative,noise,Church bell,../data_samples/generated_samples2/Rnc4N2vVoV8_7.59_9.89_bad_noise.mp4
SiA-LmxRebg,5.0,9.36,Positive,None,Church bell,../data_samples/generated_samples2/SiA-LmxRebg_5.00_9.36_good.mp4
g4yvlYbG1Mg,0.0,3.53,Negative,mute,Church bell,../data_samples/generated_samples2/g4yvlYbG1Mg_0.00_3.53_bad_mute.mp4
g4yvlYbG1Mg,3.53,5.68,Negative,noise,Church bell,../data_samples/generated_samples2/g4yvlYbG1Mg_3.53_5.68_bad_noise.mp4
g4yvlYbG1Mg,5.68,8.77,Positive,None,Church bell,../data_samples/generated_samples2/g4yvlYbG1Mg_5.68_8.77_good.mp4
Puo5cNcwawA,0.0,2.09,Negative,mute,Church bell,../data_samples/generated_samples2/Puo5cNcwawA_0.00_2.09_bad_mute.mp4
Puo5cNcwawA,2.09,4.86,Negative,mute,Church bell,../data_samples/generated_samples2/Puo5cNcwawA_2.09_4.86_bad_mute.mp4
Puo5cNcwawA,4.86,7.89,Positive,None,Church bell,../data_samples/generated_samples2/Puo5cNcwawA_4.86_7.89_good.mp4
Puo5cNcwawA,7.89,9.99,Positive,None,Church bell,../data_samples/generated_samples2/Puo5cNcwawA_7.89_9.99_good.mp4
i5DOcfr2h18,0.0,5.51,Negative,noise,Church bell,../data_samples/generated_samples2/i5DOcfr2h18_0.00_5.51_bad_noise.mp4
i5DOcfr2h18,5.51,8.16,Negative,mute,Church bell,../data_samples/generated_samples2/i5DOcfr2h18_5.51_8.16_bad_mute.mp4
WW8Scmk5YsM,0.0,4.91,Positive,None,Church bell,../data_samples/generated_samples2/WW8Scmk5YsM_0.00_4.91_good.mp4
WW8Scmk5YsM,4.91,7.88,Negative,noise,Church bell,../data_samples/generated_samples2/WW8Scmk5YsM_4.91_7.88_bad_noise.mp4
WW8Scmk5YsM,7.88,9.95,Negative,time_shift,Church bell,../data_samples/generated_samples2/WW8Scmk5YsM_7.88_9.95_bad_time_shift.mp4
GEJqlH0mCX8,2.0,5.74,Positive,None,Church bell,../data_samples/generated_samples2/GEJqlH0mCX8_2.00_5.74_good.mp4
GEJqlH0mCX8,5.74,8.92,Negative,distort,Church bell,../data_samples/generated_samples2/GEJqlH0mCX8_5.74_8.92_bad_distort.mp4
ah-Z4NPR1v0,0.0,2.28,Negative,distort,Church bell,../data_samples/generated_samples2/ah-Z4NPR1v0_0.00_2.28_bad_distort.mp4
ah-Z4NPR1v0,2.28,6.94,Negative,mute,Church bell,../data_samples/generated_samples2/ah-Z4NPR1v0_2.28_6.94_bad_mute.mp4
ah-Z4NPR1v0,6.94,9.29,Negative,mute,Church bell,../data_samples/generated_samples2/ah-Z4NPR1v0_6.94_9.29_bad_mute.mp4
BypBw80i7GA,0.0,3.61,Negative,noise,Church bell,../data_samples/generated_samples2/BypBw80i7GA_0.00_3.61_bad_noise.mp4
BypBw80i7GA,3.61,6.79,Negative,distort,Church bell,../data_samples/generated_samples2/BypBw80i7GA_3.61_6.79_bad_distort.mp4
BypBw80i7GA,6.79,8.94,Positive,None,Church bell,../data_samples/generated_samples2/BypBw80i7GA_6.79_8.94_good.mp4
0A0xlHVADkw,2.0,4.61,Negative,distort,Church bell,../data_samples/generated_samples2/0A0xlHVADkw_2.00_4.61_bad_distort.mp4
7KKnsh4AkQk,2.0,4.44,Positive,None,Church bell,../data_samples/generated_samples2/7KKnsh4AkQk_2.00_4.44_good.mp4
uYB1VQ52h6s,0.0,4.04,Positive,None,Church bell,../data_samples/generated_samples2/uYB1VQ52h6s_0.00_4.04_good.mp4
uYB1VQ52h6s,4.04,9.18,Positive,None,Church bell,../data_samples/generated_samples2/uYB1VQ52h6s_4.04_9.18_good.mp4
fbjHO8McLxk,0.0,3.14,Positive,None,Church bell,../data_samples/generated_samples2/fbjHO8McLxk_0.00_3.14_good.mp4
fbjHO8McLxk,3.14,7.8,Positive,None,Church bell,../data_samples/generated_samples2/fbjHO8McLxk_3.14_7.80_good.mp4
fbjHO8McLxk,7.8,9.92,Negative,noise,Church bell,../data_samples/generated_samples2/fbjHO8McLxk_7.80_9.92_bad_noise.mp4
aCyWUJkT_5U,6.0,9.61,Positive,None,Church bell,../data_samples/generated_samples2/aCyWUJkT_5U_6.00_9.61_good.mp4
EV1bVf8Bldk,0.0,2.1,Positive,None,Church bell,../data_samples/generated_samples2/EV1bVf8Bldk_0.00_2.10_good.mp4
EV1bVf8Bldk,2.1,5.08,Negative,distort,Church bell,../data_samples/generated_samples2/EV1bVf8Bldk_2.10_5.08_bad_distort.mp4
EV1bVf8Bldk,5.08,8.47,Positive,None,Church bell,../data_samples/generated_samples2/EV1bVf8Bldk_5.08_8.47_good.mp4
qFh2hzDKpOQ,1.0,5.87,Negative,noise,Church bell,../data_samples/generated_samples2/qFh2hzDKpOQ_1.00_5.87_bad_noise.mp4
MCINU6Rb75E,5.0,7.44,Positive,None,Church bell,../data_samples/generated_samples2/MCINU6Rb75E_5.00_7.44_good.mp4
MCINU6Rb75E,7.44,9.83,Negative,noise,Church bell,../data_samples/generated_samples2/MCINU6Rb75E_7.44_9.83_bad_noise.mp4
NlNaUpYSagQ,0.0,2.7,Positive,None,Church bell,../data_samples/generated_samples2/NlNaUpYSagQ_0.00_2.70_good.mp4
NlNaUpYSagQ,2.7,8.53,Positive,None,Church bell,../data_samples/generated_samples2/NlNaUpYSagQ_2.70_8.53_good.mp4
XGVkq0Kl2aw,0.0,5.67,Negative,mute,Church bell,../data_samples/generated_samples2/XGVkq0Kl2aw_0.00_5.67_bad_mute.mp4
XGVkq0Kl2aw,5.67,7.95,Negative,distort,Church bell,../data_samples/generated_samples2/XGVkq0Kl2aw_5.67_7.95_bad_distort.mp4
XGVkq0Kl2aw,7.95,9.96,Negative,noise,Church bell,../data_samples/generated_samples2/XGVkq0Kl2aw_7.95_9.96_bad_noise.mp4
2wrDhwN-NvQ,0.0,4.97,Positive,None,Church bell,../data_samples/generated_samples2/2wrDhwN-NvQ_0.00_4.97_good.mp4
2wrDhwN-NvQ,4.97,8.41,Negative,distort,Church bell,../data_samples/generated_samples2/2wrDhwN-NvQ_4.97_8.41_bad_distort.mp4
e-MkVbRmlIo,0.0,4.51,Negative,noise,Church bell,../data_samples/generated_samples2/e-MkVbRmlIo_0.00_4.51_bad_noise.mp4
e-MkVbRmlIo,4.51,7.47,Negative,mute,Church bell,../data_samples/generated_samples2/e-MkVbRmlIo_4.51_7.47_bad_mute.mp4
e-MkVbRmlIo,7.47,9.51,Negative,time_shift,Church bell,../data_samples/generated_samples2/e-MkVbRmlIo_7.47_9.51_bad_time_shift.mp4
TEAHz5kw8dM,0.0,2.6,Negative,distort,Church bell,../data_samples/generated_samples2/TEAHz5kw8dM_0.00_2.60_bad_distort.mp4
TEAHz5kw8dM,2.6,6.13,Negative,distort,Church bell,../data_samples/generated_samples2/TEAHz5kw8dM_2.60_6.13_bad_distort.mp4
TEAHz5kw8dM,6.13,8.42,Negative,time_shift,Church bell,../data_samples/generated_samples2/TEAHz5kw8dM_6.13_8.42_bad_time_shift.mp4
FBNg2jl_K7c,0.0,5.33,Positive,None,Church bell,../data_samples/generated_samples2/FBNg2jl_K7c_0.00_5.33_good.mp4
FBNg2jl_K7c,5.33,8.37,Negative,distort,Church bell,../data_samples/generated_samples2/FBNg2jl_K7c_5.33_8.37_bad_distort.mp4
3Bu43fLiyoM,0.0,2.02,Negative,noise,Church bell,../data_samples/generated_samples2/3Bu43fLiyoM_0.00_2.02_bad_noise.mp4
3Bu43fLiyoM,2.02,5.43,Negative,noise,Church bell,../data_samples/generated_samples2/3Bu43fLiyoM_2.02_5.43_bad_noise.mp4
3Bu43fLiyoM,5.43,9.37,Negative,distort,Church bell,../data_samples/generated_samples2/3Bu43fLiyoM_5.43_9.37_bad_distort.mp4
iAendlwoWYU,0.0,3.94,Negative,noise,Church bell,../data_samples/generated_samples2/iAendlwoWYU_0.00_3.94_bad_noise.mp4
iAendlwoWYU,3.94,7.5,Negative,noise,Church bell,../data_samples/generated_samples2/iAendlwoWYU_3.94_7.50_bad_noise.mp4
iAendlwoWYU,7.5,9.83,Positive,None,Church bell,../data_samples/generated_samples2/iAendlwoWYU_7.50_9.83_good.mp4
d88slBelHe8,0.0,5.63,Positive,None,Church bell,../data_samples/generated_samples2/d88slBelHe8_0.00_5.63_good.mp4
d88slBelHe8,5.63,9.03,Positive,None,Church bell,../data_samples/generated_samples2/d88slBelHe8_5.63_9.03_good.mp4
Wlx6cREoAo4,0.0,4.57,Positive,None,Church bell,../data_samples/generated_samples2/Wlx6cREoAo4_0.00_4.57_good.mp4
Wlx6cREoAo4,4.57,7.04,Negative,distort,Church bell,../data_samples/generated_samples2/Wlx6cREoAo4_4.57_7.04_bad_distort.mp4
Wlx6cREoAo4,7.04,9.48,Negative,noise,Church bell,../data_samples/generated_samples2/Wlx6cREoAo4_7.04_9.48_bad_noise.mp4
HtT13EI1_tA,0.0,3.82,Negative,distort,Church bell,../data_samples/generated_samples2/HtT13EI1_tA_0.00_3.82_bad_distort.mp4
HtT13EI1_tA,3.82,7.17,Negative,time_shift,Church bell,../data_samples/generated_samples2/HtT13EI1_tA_3.82_7.17_bad_time_shift.mp4
HtT13EI1_tA,7.17,9.9,Positive,None,Church bell,../data_samples/generated_samples2/HtT13EI1_tA_7.17_9.90_good.mp4
otz4AffLKKA,0.0,2.75,Positive,None,Church bell,../data_samples/generated_samples2/otz4AffLKKA_0.00_2.75_good.mp4
XR0EgZreEio,0.0,6.0,Positive,None,Church bell,../data_samples/generated_samples2/XR0EgZreEio_0.00_6.00_good.mp4
XR0EgZreEio,6.0,8.7,Positive,None,Church bell,../data_samples/generated_samples2/XR0EgZreEio_6.00_8.70_good.mp4
eLJ-1bzHleU,0.0,5.8,Positive,None,Church bell,../data_samples/generated_samples2/eLJ-1bzHleU_0.00_5.80_good.mp4
eLJ-1bzHleU,5.8,8.04,Positive,None,Church bell,../data_samples/generated_samples2/eLJ-1bzHleU_5.80_8.04_good.mp4
k6SR8d5y6o8,0.0,2.95,Negative,mute,Church bell,../data_samples/generated_samples2/k6SR8d5y6o8_0.00_2.95_bad_mute.mp4
k6SR8d5y6o8,2.95,6.84,Negative,noise,Church bell,../data_samples/generated_samples2/k6SR8d5y6o8_2.95_6.84_bad_noise.mp4
k6SR8d5y6o8,6.84,8.97,Positive,None,Church bell,../data_samples/generated_samples2/k6SR8d5y6o8_6.84_8.97_good.mp4
