VideoID,StartTime,EndTime,Label,MisalignmentType,Category,FilePath
AiJTCFtN0BY,2.77,4.0,Positive,None,Church bell,../data_samples/generated_samples/AiJTCFtN0BY_2.77_4.00_good.mp4
Zlwu4AROYzg,0.0,4.04,Negative,mute,Church bell,../data_samples/generated_samples/Zlwu4AROYzg_0.00_4.04_bad_mute.mp4
Zlwu4AROYzg,4.04,10.0,Positive,None,Church bell,../data_samples/generated_samples/Zlwu4AROYzg_4.04_10.00_good.mp4
gjCew0Kp0iM,0.0,3.49,Positive,None,Church bell,../data_samples/generated_samples/gjCew0Kp0iM_0.00_3.49_good.mp4
gjCew0Kp0iM,3.49,7.51,Positive,None,Church bell,../data_samples/generated_samples/gjCew0Kp0iM_3.49_7.51_good.mp4
gjCew0Kp0iM,7.51,10.0,Positive,None,Church bell,../data_samples/generated_samples/gjCew0Kp0iM_7.51_10.00_good.mp4
eRF4KAXdn0w,6.0,7.92,Negative,noise,Church bell,../data_samples/generated_samples/eRF4KAXdn0w_6.00_7.92_bad_noise.mp4
eRF4KAXdn0w,7.92,10.0,Negative,time_shift,Church bell,../data_samples/generated_samples/eRF4KAXdn0w_7.92_10.00_bad_time_shift.mp4
3IQHzT5O89g,0.0,7.44,Negative,mute,Church bell,../data_samples/generated_samples/3IQHzT5O89g_0.00_7.44_bad_mute.mp4
3IQHzT5O89g,7.44,10.0,Positive,None,Church bell,../data_samples/generated_samples/3IQHzT5O89g_7.44_10.00_good.mp4
Hhqvvc4qu2Y,0.0,4.65,Negative,noise,Church bell,../data_samples/generated_samples/Hhqvvc4qu2Y_0.00_4.65_bad_noise.mp4
Hhqvvc4qu2Y,4.65,6.0,Negative,distort,Church bell,../data_samples/generated_samples/Hhqvvc4qu2Y_4.65_6.00_bad_distort.mp4
Gavpgq1WWh4,0.0,1.0,Positive,None,Church bell,../data_samples/generated_samples/Gavpgq1WWh4_0.00_1.00_good.mp4
Gavpgq1WWh4,1.0,2.0,Positive,None,Church bell,../data_samples/generated_samples/Gavpgq1WWh4_1.00_2.00_good.mp4
bzWIuMC8Vl8,0.0,4.37,Negative,mute,Church bell,../data_samples/generated_samples/bzWIuMC8Vl8_0.00_4.37_bad_mute.mp4
bzWIuMC8Vl8,4.37,6.06,Positive,None,Church bell,../data_samples/generated_samples/bzWIuMC8Vl8_4.37_6.06_good.mp4
bzWIuMC8Vl8,6.06,8.19,Positive,None,Church bell,../data_samples/generated_samples/bzWIuMC8Vl8_6.06_8.19_good.mp4
bzWIuMC8Vl8,8.19,10.0,Negative,time_shift,Church bell,../data_samples/generated_samples/bzWIuMC8Vl8_8.19_10.00_bad_time_shift.mp4
nRKU5Ns6cnU,0.0,2.22,Positive,None,Church bell,../data_samples/generated_samples/nRKU5Ns6cnU_0.00_2.22_good.mp4
nRKU5Ns6cnU,2.22,10.0,Negative,time_shift,Church bell,../data_samples/generated_samples/nRKU5Ns6cnU_2.22_10.00_bad_time_shift.mp4
aAM11PIFB4I,0.0,5.17,Negative,distort,Church bell,../data_samples/generated_samples/aAM11PIFB4I_0.00_5.17_bad_distort.mp4
aAM11PIFB4I,5.17,7.49,Negative,mute,Church bell,../data_samples/generated_samples/aAM11PIFB4I_5.17_7.49_bad_mute.mp4
aAM11PIFB4I,7.49,10.0,Positive,None,Church bell,../data_samples/generated_samples/aAM11PIFB4I_7.49_10.00_good.mp4
-J2WJaG1Dd4,0.0,4.04,Negative,noise,Church bell,../data_samples/generated_samples/-J2WJaG1Dd4_0.00_4.04_bad_noise.mp4
-J2WJaG1Dd4,4.04,6.84,Positive,None,Church bell,../data_samples/generated_samples/-J2WJaG1Dd4_4.04_6.84_good.mp4
-J2WJaG1Dd4,6.84,10.0,Negative,noise,Church bell,../data_samples/generated_samples/-J2WJaG1Dd4_6.84_10.00_bad_noise.mp4
HE6-xn3yROY,0.0,3.99,Positive,None,Church bell,../data_samples/generated_samples/HE6-xn3yROY_0.00_3.99_good.mp4
HE6-xn3yROY,3.99,10.0,Positive,None,Church bell,../data_samples/generated_samples/HE6-xn3yROY_3.99_10.00_good.mp4
9U3n8WVLTKQ,0.0,2.94,Negative,noise,Church bell,../data_samples/generated_samples/9U3n8WVLTKQ_0.00_2.94_bad_noise.mp4
9U3n8WVLTKQ,2.94,4.02,Positive,None,Church bell,../data_samples/generated_samples/9U3n8WVLTKQ_2.94_4.02_good.mp4
9U3n8WVLTKQ,4.02,8.72,Positive,None,Church bell,../data_samples/generated_samples/9U3n8WVLTKQ_4.02_8.72_good.mp4
9U3n8WVLTKQ,8.72,10.0,Positive,None,Church bell,../data_samples/generated_samples/9U3n8WVLTKQ_8.72_10.00_good.mp4
V8jbmbQk0yI,0.0,6.86,Positive,None,Church bell,../data_samples/generated_samples/V8jbmbQk0yI_0.00_6.86_good.mp4
V8jbmbQk0yI,6.86,10.0,Positive,None,Church bell,../data_samples/generated_samples/V8jbmbQk0yI_6.86_10.00_good.mp4
Tc1822d78oA,0.0,6.28,Positive,None,Church bell,../data_samples/generated_samples/Tc1822d78oA_0.00_6.28_good.mp4
Tc1822d78oA,6.28,10.0,Negative,distort,Church bell,../data_samples/generated_samples/Tc1822d78oA_6.28_10.00_bad_distort.mp4
QPXMFPTuxJM,0.0,5.53,Negative,mute,Church bell,../data_samples/generated_samples/QPXMFPTuxJM_0.00_5.53_bad_mute.mp4
QPXMFPTuxJM,5.53,7.54,Negative,distort,Church bell,../data_samples/generated_samples/QPXMFPTuxJM_5.53_7.54_bad_distort.mp4
QPXMFPTuxJM,7.54,8.87,Positive,None,Church bell,../data_samples/generated_samples/QPXMFPTuxJM_7.54_8.87_good.mp4
QPXMFPTuxJM,8.87,10.0,Positive,None,Church bell,../data_samples/generated_samples/QPXMFPTuxJM_8.87_10.00_good.mp4
hdstykfxcbw,0.0,1.15,Positive,None,Church bell,../data_samples/generated_samples/hdstykfxcbw_0.00_1.15_good.mp4
hdstykfxcbw,1.15,5.94,Positive,None,Church bell,../data_samples/generated_samples/hdstykfxcbw_1.15_5.94_good.mp4
hdstykfxcbw,5.94,10.0,Positive,None,Church bell,../data_samples/generated_samples/hdstykfxcbw_5.94_10.00_good.mp4
qMZ1nj4fDas,0.0,4.79,Negative,distort,Church bell,../data_samples/generated_samples/qMZ1nj4fDas_0.00_4.79_bad_distort.mp4
qMZ1nj4fDas,4.79,6.3,Negative,noise,Church bell,../data_samples/generated_samples/qMZ1nj4fDas_4.79_6.30_bad_noise.mp4
qMZ1nj4fDas,6.3,8.84,Positive,None,Church bell,../data_samples/generated_samples/qMZ1nj4fDas_6.30_8.84_good.mp4
qMZ1nj4fDas,8.84,10.0,Negative,noise,Church bell,../data_samples/generated_samples/qMZ1nj4fDas_8.84_10.00_bad_noise.mp4
e_5ngCwYckE,0.0,6.65,Positive,None,Church bell,../data_samples/generated_samples/e_5ngCwYckE_0.00_6.65_good.mp4
e_5ngCwYckE,6.65,7.91,Negative,mute,Church bell,../data_samples/generated_samples/e_5ngCwYckE_6.65_7.91_bad_mute.mp4
e_5ngCwYckE,7.91,10.0,Negative,distort,Church bell,../data_samples/generated_samples/e_5ngCwYckE_7.91_10.00_bad_distort.mp4
Xq5oTX4-Hnc,0.0,1.33,Positive,None,Church bell,../data_samples/generated_samples/Xq5oTX4-Hnc_0.00_1.33_good.mp4
Xq5oTX4-Hnc,1.33,6.04,Negative,mute,Church bell,../data_samples/generated_samples/Xq5oTX4-Hnc_1.33_6.04_bad_mute.mp4
Xq5oTX4-Hnc,6.04,8.31,Positive,None,Church bell,../data_samples/generated_samples/Xq5oTX4-Hnc_6.04_8.31_good.mp4
Xq5oTX4-Hnc,8.31,10.0,Positive,None,Church bell,../data_samples/generated_samples/Xq5oTX4-Hnc_8.31_10.00_good.mp4
b63av9FMnMA,0.0,2.52,Negative,noise,Church bell,../data_samples/generated_samples/b63av9FMnMA_0.00_2.52_bad_noise.mp4
b63av9FMnMA,2.52,10.0,Negative,noise,Church bell,../data_samples/generated_samples/b63av9FMnMA_2.52_10.00_bad_noise.mp4
K5AE5C5FUQk,5.0,6.93,Positive,None,Church bell,../data_samples/generated_samples/K5AE5C5FUQk_5.00_6.93_good.mp4
K5AE5C5FUQk,6.93,8.87,Negative,time_shift,Church bell,../data_samples/generated_samples/K5AE5C5FUQk_6.93_8.87_bad_time_shift.mp4
K5AE5C5FUQk,8.87,10.0,Positive,None,Church bell,../data_samples/generated_samples/K5AE5C5FUQk_8.87_10.00_good.mp4
1_4j6VRHZAw,0.0,3.78,Positive,None,Church bell,../data_samples/generated_samples/1_4j6VRHZAw_0.00_3.78_good.mp4
1_4j6VRHZAw,3.78,5.0,Positive,None,Church bell,../data_samples/generated_samples/1_4j6VRHZAw_3.78_5.00_good.mp4
mgsi5Glqi7g,0.0,4.4,Negative,noise,Church bell,../data_samples/generated_samples/mgsi5Glqi7g_0.00_4.40_bad_noise.mp4
mgsi5Glqi7g,4.4,6.17,Negative,time_shift,Church bell,../data_samples/generated_samples/mgsi5Glqi7g_4.40_6.17_bad_time_shift.mp4
mgsi5Glqi7g,6.17,10.0,Negative,distort,Church bell,../data_samples/generated_samples/mgsi5Glqi7g_6.17_10.00_bad_distort.mp4
fCZi6I6kPpU,6.0,7.0,Negative,noise,Church bell,../data_samples/generated_samples/fCZi6I6kPpU_6.00_7.00_bad_noise.mp4
fCZi6I6kPpU,7.0,8.0,Positive,None,Church bell,../data_samples/generated_samples/fCZi6I6kPpU_7.00_8.00_good.mp4
fCZi6I6kPpU,8.0,9.0,Negative,noise,Church bell,../data_samples/generated_samples/fCZi6I6kPpU_8.00_9.00_bad_noise.mp4
fCZi6I6kPpU,9.0,10.0,Positive,None,Church bell,../data_samples/generated_samples/fCZi6I6kPpU_9.00_10.00_good.mp4
TKd9459xiBk,0.0,5.41,Positive,None,Church bell,../data_samples/generated_samples/TKd9459xiBk_0.00_5.41_good.mp4
TKd9459xiBk,5.41,6.51,Negative,noise,Church bell,../data_samples/generated_samples/TKd9459xiBk_5.41_6.51_bad_noise.mp4
TKd9459xiBk,6.51,7.98,Positive,None,Church bell,../data_samples/generated_samples/TKd9459xiBk_6.51_7.98_good.mp4
TKd9459xiBk,7.98,10.0,Positive,None,Church bell,../data_samples/generated_samples/TKd9459xiBk_7.98_10.00_good.mp4
Qocj8lVXvWA,0.0,1.55,Positive,None,Church bell,../data_samples/generated_samples/Qocj8lVXvWA_0.00_1.55_good.mp4
Qocj8lVXvWA,1.55,10.0,Positive,None,Church bell,../data_samples/generated_samples/Qocj8lVXvWA_1.55_10.00_good.mp4
oCYJZmi--QQ,0.0,1.84,Positive,None,Church bell,../data_samples/generated_samples/oCYJZmi--QQ_0.00_1.84_good.mp4
oCYJZmi--QQ,1.84,8.32,Positive,None,Church bell,../data_samples/generated_samples/oCYJZmi--QQ_1.84_8.32_good.mp4
oCYJZmi--QQ,8.32,10.0,Positive,None,Church bell,../data_samples/generated_samples/oCYJZmi--QQ_8.32_10.00_good.mp4
ChHA4I5DWVo,0.0,5.6,Negative,mute,Church bell,../data_samples/generated_samples/ChHA4I5DWVo_0.00_5.60_bad_mute.mp4
ChHA4I5DWVo,5.6,7.96,Positive,None,Church bell,../data_samples/generated_samples/ChHA4I5DWVo_5.60_7.96_good.mp4
ChHA4I5DWVo,7.96,10.0,Negative,noise,Church bell,../data_samples/generated_samples/ChHA4I5DWVo_7.96_10.00_bad_noise.mp4
Sqgc73hM6kA,0.0,2.98,Negative,distort,Church bell,../data_samples/generated_samples/Sqgc73hM6kA_0.00_2.98_bad_distort.mp4
Sqgc73hM6kA,2.98,6.01,Positive,None,Church bell,../data_samples/generated_samples/Sqgc73hM6kA_2.98_6.01_good.mp4
Sqgc73hM6kA,6.01,8.0,Positive,None,Church bell,../data_samples/generated_samples/Sqgc73hM6kA_6.01_8.00_good.mp4
aITbvftspRA,0.0,5.35,Positive,None,Church bell,../data_samples/generated_samples/aITbvftspRA_0.00_5.35_good.mp4
aITbvftspRA,5.35,7.84,Positive,None,Church bell,../data_samples/generated_samples/aITbvftspRA_5.35_7.84_good.mp4
aITbvftspRA,7.84,10.0,Positive,None,Church bell,../data_samples/generated_samples/aITbvftspRA_7.84_10.00_good.mp4
NwfdXxNB6zs,0.0,2.59,Positive,None,Church bell,../data_samples/generated_samples/NwfdXxNB6zs_0.00_2.59_good.mp4
NwfdXxNB6zs,2.59,7.71,Negative,mute,Church bell,../data_samples/generated_samples/NwfdXxNB6zs_2.59_7.71_bad_mute.mp4
NwfdXxNB6zs,7.71,8.97,Positive,None,Church bell,../data_samples/generated_samples/NwfdXxNB6zs_7.71_8.97_good.mp4
NwfdXxNB6zs,8.97,10.0,Negative,mute,Church bell,../data_samples/generated_samples/NwfdXxNB6zs_8.97_10.00_bad_mute.mp4
Dzb1TlmWmYM,3.0,6.95,Negative,time_shift,Church bell,../data_samples/generated_samples/Dzb1TlmWmYM_3.00_6.95_bad_time_shift.mp4
Dzb1TlmWmYM,6.95,7.99,Negative,time_shift,Church bell,../data_samples/generated_samples/Dzb1TlmWmYM_6.95_7.99_bad_time_shift.mp4
Dzb1TlmWmYM,7.99,9.0,Positive,None,Church bell,../data_samples/generated_samples/Dzb1TlmWmYM_7.99_9.00_good.mp4
Dzb1TlmWmYM,9.0,10.0,Negative,mute,Church bell,../data_samples/generated_samples/Dzb1TlmWmYM_9.00_10.00_bad_mute.mp4
iHCnXCi1-Xg,0.0,2.26,Negative,distort,Church bell,../data_samples/generated_samples/iHCnXCi1-Xg_0.00_2.26_bad_distort.mp4
iHCnXCi1-Xg,2.26,4.89,Positive,None,Church bell,../data_samples/generated_samples/iHCnXCi1-Xg_2.26_4.89_good.mp4
iHCnXCi1-Xg,4.89,8.03,Positive,None,Church bell,../data_samples/generated_samples/iHCnXCi1-Xg_4.89_8.03_good.mp4
iHCnXCi1-Xg,8.03,10.0,Negative,mute,Church bell,../data_samples/generated_samples/iHCnXCi1-Xg_8.03_10.00_bad_mute.mp4
c---zaDCTaE,0.0,1.03,Positive,None,Church bell,../data_samples/generated_samples/c---zaDCTaE_0.00_1.03_good.mp4
c---zaDCTaE,1.03,10.0,Negative,noise,Church bell,../data_samples/generated_samples/c---zaDCTaE_1.03_10.00_bad_noise.mp4
MQLRFWXq8MY,0.0,3.65,Positive,None,Church bell,../data_samples/generated_samples/MQLRFWXq8MY_0.00_3.65_good.mp4
MQLRFWXq8MY,3.65,7.01,Positive,None,Church bell,../data_samples/generated_samples/MQLRFWXq8MY_3.65_7.01_good.mp4
MQLRFWXq8MY,7.01,8.57,Positive,None,Church bell,../data_samples/generated_samples/MQLRFWXq8MY_7.01_8.57_good.mp4
MQLRFWXq8MY,8.57,10.0,Positive,None,Church bell,../data_samples/generated_samples/MQLRFWXq8MY_8.57_10.00_good.mp4
b_CLr2QHAVA,0.0,5.08,Positive,None,Church bell,../data_samples/generated_samples/b_CLr2QHAVA_0.00_5.08_good.mp4
b_CLr2QHAVA,5.08,6.51,Positive,None,Church bell,../data_samples/generated_samples/b_CLr2QHAVA_5.08_6.51_good.mp4
b_CLr2QHAVA,6.51,10.0,Negative,mute,Church bell,../data_samples/generated_samples/b_CLr2QHAVA_6.51_10.00_bad_mute.mp4
nmhuK4ltJHs,0.0,8.19,Positive,None,Church bell,../data_samples/generated_samples/nmhuK4ltJHs_0.00_8.19_good.mp4
nmhuK4ltJHs,8.19,10.0,Positive,None,Church bell,../data_samples/generated_samples/nmhuK4ltJHs_8.19_10.00_good.mp4
k9QU0rLvu70,0.0,1.62,Negative,noise,Church bell,../data_samples/generated_samples/k9QU0rLvu70_0.00_1.62_bad_noise.mp4
k9QU0rLvu70,1.62,6.82,Positive,None,Church bell,../data_samples/generated_samples/k9QU0rLvu70_1.62_6.82_good.mp4
k9QU0rLvu70,6.82,8.86,Positive,None,Church bell,../data_samples/generated_samples/k9QU0rLvu70_6.82_8.86_good.mp4
k9QU0rLvu70,8.86,10.0,Positive,None,Church bell,../data_samples/generated_samples/k9QU0rLvu70_8.86_10.00_good.mp4
5UAwQRotU9Q,0.0,1.17,Negative,distort,Church bell,../data_samples/generated_samples/5UAwQRotU9Q_0.00_1.17_bad_distort.mp4
5UAwQRotU9Q,1.17,7.2,Positive,None,Church bell,../data_samples/generated_samples/5UAwQRotU9Q_1.17_7.20_good.mp4
5UAwQRotU9Q,7.2,10.0,Negative,noise,Church bell,../data_samples/generated_samples/5UAwQRotU9Q_7.20_10.00_bad_noise.mp4
F70PNukSzMw,0.0,1.65,Positive,None,Church bell,../data_samples/generated_samples/F70PNukSzMw_0.00_1.65_good.mp4
F70PNukSzMw,1.65,7.32,Positive,None,Church bell,../data_samples/generated_samples/F70PNukSzMw_1.65_7.32_good.mp4
F70PNukSzMw,7.32,8.9,Negative,mute,Church bell,../data_samples/generated_samples/F70PNukSzMw_7.32_8.90_bad_mute.mp4
F70PNukSzMw,8.9,10.0,Negative,noise,Church bell,../data_samples/generated_samples/F70PNukSzMw_8.90_10.00_bad_noise.mp4
vX8BvVKMfqc,0.0,1.19,Positive,None,Church bell,../data_samples/generated_samples/vX8BvVKMfqc_0.00_1.19_good.mp4
vX8BvVKMfqc,1.19,10.0,Negative,mute,Church bell,../data_samples/generated_samples/vX8BvVKMfqc_1.19_10.00_bad_mute.mp4
WRLHOSi9uwU,0.0,7.05,Negative,mute,Church bell,../data_samples/generated_samples/WRLHOSi9uwU_0.00_7.05_bad_mute.mp4
WRLHOSi9uwU,7.05,8.97,Negative,mute,Church bell,../data_samples/generated_samples/WRLHOSi9uwU_7.05_8.97_bad_mute.mp4
WRLHOSi9uwU,8.97,10.0,Positive,None,Church bell,../data_samples/generated_samples/WRLHOSi9uwU_8.97_10.00_good.mp4
N_bL5F7K9IA,0.0,3.63,Negative,noise,Church bell,../data_samples/generated_samples/N_bL5F7K9IA_0.00_3.63_bad_noise.mp4
N_bL5F7K9IA,3.63,5.0,Negative,time_shift,Church bell,../data_samples/generated_samples/N_bL5F7K9IA_3.63_5.00_bad_time_shift.mp4
80TUHi-3QuI,0.0,3.61,Positive,None,Church bell,../data_samples/generated_samples/80TUHi-3QuI_0.00_3.61_good.mp4
80TUHi-3QuI,3.61,7.08,Negative,noise,Church bell,../data_samples/generated_samples/80TUHi-3QuI_3.61_7.08_bad_noise.mp4
80TUHi-3QuI,7.08,8.37,Negative,time_shift,Church bell,../data_samples/generated_samples/80TUHi-3QuI_7.08_8.37_bad_time_shift.mp4
80TUHi-3QuI,8.37,10.0,Negative,time_shift,Church bell,../data_samples/generated_samples/80TUHi-3QuI_8.37_10.00_bad_time_shift.mp4
B1tbHqjK434,6.0,7.0,Positive,None,Church bell,../data_samples/generated_samples/B1tbHqjK434_6.00_7.00_good.mp4
B1tbHqjK434,7.0,8.0,Negative,distort,Church bell,../data_samples/generated_samples/B1tbHqjK434_7.00_8.00_bad_distort.mp4
B1tbHqjK434,8.0,9.0,Negative,mute,Church bell,../data_samples/generated_samples/B1tbHqjK434_8.00_9.00_bad_mute.mp4
B1tbHqjK434,9.0,10.0,Positive,None,Church bell,../data_samples/generated_samples/B1tbHqjK434_9.00_10.00_good.mp4
5mBCF05DV5s,7.0,8.0,Negative,distort,Church bell,../data_samples/generated_samples/5mBCF05DV5s_7.00_8.00_bad_distort.mp4
5mBCF05DV5s,8.0,9.0,Positive,None,Church bell,../data_samples/generated_samples/5mBCF05DV5s_8.00_9.00_good.mp4
5mBCF05DV5s,9.0,10.0,Positive,None,Church bell,../data_samples/generated_samples/5mBCF05DV5s_9.00_10.00_good.mp4
Ttqaq9OhRZ4,0.0,4.32,Positive,None,Church bell,../data_samples/generated_samples/Ttqaq9OhRZ4_0.00_4.32_good.mp4
Ttqaq9OhRZ4,4.32,5.96,Negative,distort,Church bell,../data_samples/generated_samples/Ttqaq9OhRZ4_4.32_5.96_bad_distort.mp4
Ttqaq9OhRZ4,5.96,8.0,Positive,None,Church bell,../data_samples/generated_samples/Ttqaq9OhRZ4_5.96_8.00_good.mp4
D-1zfO68xNg,4.0,5.0,Negative,distort,Church bell,../data_samples/generated_samples/D-1zfO68xNg_4.00_5.00_bad_distort.mp4
D-1zfO68xNg,5.0,6.0,Positive,None,Church bell,../data_samples/generated_samples/D-1zfO68xNg_5.00_6.00_good.mp4
D-1zfO68xNg,6.0,7.0,Negative,noise,Church bell,../data_samples/generated_samples/D-1zfO68xNg_6.00_7.00_bad_noise.mp4
Rnc4N2vVoV8,0.0,1.51,Negative,noise,Church bell,../data_samples/generated_samples/Rnc4N2vVoV8_0.00_1.51_bad_noise.mp4
Rnc4N2vVoV8,1.51,5.34,Negative,noise,Church bell,../data_samples/generated_samples/Rnc4N2vVoV8_1.51_5.34_bad_noise.mp4
Rnc4N2vVoV8,5.34,8.02,Positive,None,Church bell,../data_samples/generated_samples/Rnc4N2vVoV8_5.34_8.02_good.mp4
Rnc4N2vVoV8,8.02,10.0,Positive,None,Church bell,../data_samples/generated_samples/Rnc4N2vVoV8_8.02_10.00_good.mp4
SiA-LmxRebg,5.0,6.14,Negative,time_shift,Church bell,../data_samples/generated_samples/SiA-LmxRebg_5.00_6.14_bad_time_shift.mp4
SiA-LmxRebg,6.14,10.0,Negative,noise,Church bell,../data_samples/generated_samples/SiA-LmxRebg_6.14_10.00_bad_noise.mp4
g4yvlYbG1Mg,0.0,5.18,Positive,None,Church bell,../data_samples/generated_samples/g4yvlYbG1Mg_0.00_5.18_good.mp4
g4yvlYbG1Mg,5.18,7.08,Positive,None,Church bell,../data_samples/generated_samples/g4yvlYbG1Mg_5.18_7.08_good.mp4
g4yvlYbG1Mg,7.08,8.3,Negative,noise,Church bell,../data_samples/generated_samples/g4yvlYbG1Mg_7.08_8.30_bad_noise.mp4
g4yvlYbG1Mg,8.3,10.0,Positive,None,Church bell,../data_samples/generated_samples/g4yvlYbG1Mg_8.30_10.00_good.mp4
Puo5cNcwawA,0.0,4.11,Positive,None,Church bell,../data_samples/generated_samples/Puo5cNcwawA_0.00_4.11_good.mp4
Puo5cNcwawA,4.11,5.26,Negative,noise,Church bell,../data_samples/generated_samples/Puo5cNcwawA_4.11_5.26_bad_noise.mp4
Puo5cNcwawA,5.26,6.94,Negative,mute,Church bell,../data_samples/generated_samples/Puo5cNcwawA_5.26_6.94_bad_mute.mp4
Puo5cNcwawA,6.94,10.0,Negative,distort,Church bell,../data_samples/generated_samples/Puo5cNcwawA_6.94_10.00_bad_distort.mp4
i5DOcfr2h18,0.0,3.68,Negative,mute,Church bell,../data_samples/generated_samples/i5DOcfr2h18_0.00_3.68_bad_mute.mp4
i5DOcfr2h18,3.68,5.21,Positive,None,Church bell,../data_samples/generated_samples/i5DOcfr2h18_3.68_5.21_good.mp4
i5DOcfr2h18,5.21,8.61,Negative,distort,Church bell,../data_samples/generated_samples/i5DOcfr2h18_5.21_8.61_bad_distort.mp4
i5DOcfr2h18,8.61,10.0,Negative,distort,Church bell,../data_samples/generated_samples/i5DOcfr2h18_8.61_10.00_bad_distort.mp4
WW8Scmk5YsM,0.0,2.64,Positive,None,Church bell,../data_samples/generated_samples/WW8Scmk5YsM_0.00_2.64_good.mp4
WW8Scmk5YsM,2.64,5.44,Positive,None,Church bell,../data_samples/generated_samples/WW8Scmk5YsM_2.64_5.44_good.mp4
WW8Scmk5YsM,5.44,10.0,Positive,None,Church bell,../data_samples/generated_samples/WW8Scmk5YsM_5.44_10.00_good.mp4
GEJqlH0mCX8,2.0,5.3,Positive,None,Church bell,../data_samples/generated_samples/GEJqlH0mCX8_2.00_5.30_good.mp4
GEJqlH0mCX8,5.3,10.0,Positive,None,Church bell,../data_samples/generated_samples/GEJqlH0mCX8_5.30_10.00_good.mp4
ah-Z4NPR1v0,0.0,4.32,Negative,distort,Church bell,../data_samples/generated_samples/ah-Z4NPR1v0_0.00_4.32_bad_distort.mp4
ah-Z4NPR1v0,4.32,10.0,Positive,None,Church bell,../data_samples/generated_samples/ah-Z4NPR1v0_4.32_10.00_good.mp4
BypBw80i7GA,0.0,3.73,Positive,None,Church bell,../data_samples/generated_samples/BypBw80i7GA_0.00_3.73_good.mp4
BypBw80i7GA,3.73,8.02,Negative,distort,Church bell,../data_samples/generated_samples/BypBw80i7GA_3.73_8.02_bad_distort.mp4
BypBw80i7GA,8.02,10.0,Negative,mute,Church bell,../data_samples/generated_samples/BypBw80i7GA_8.02_10.00_bad_mute.mp4
0A0xlHVADkw,2.0,3.85,Negative,noise,Church bell,../data_samples/generated_samples/0A0xlHVADkw_2.00_3.85_bad_noise.mp4
0A0xlHVADkw,3.85,4.99,Negative,noise,Church bell,../data_samples/generated_samples/0A0xlHVADkw_3.85_4.99_bad_noise.mp4
0A0xlHVADkw,4.99,6.0,Negative,distort,Church bell,../data_samples/generated_samples/0A0xlHVADkw_4.99_6.00_bad_distort.mp4
7KKnsh4AkQk,2.0,3.0,Negative,noise,Church bell,../data_samples/generated_samples/7KKnsh4AkQk_2.00_3.00_bad_noise.mp4
7KKnsh4AkQk,3.0,4.0,Negative,noise,Church bell,../data_samples/generated_samples/7KKnsh4AkQk_3.00_4.00_bad_noise.mp4
7KKnsh4AkQk,4.0,5.0,Positive,None,Church bell,../data_samples/generated_samples/7KKnsh4AkQk_4.00_5.00_good.mp4
uYB1VQ52h6s,0.0,5.14,Positive,None,Church bell,../data_samples/generated_samples/uYB1VQ52h6s_0.00_5.14_good.mp4
